@relation brainmusic

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute class {Yuting, Yang, Wu, Sergiu, Samia, Saad, Ramaniya, Meryem, Ioana, Feda, Amine, Alex, Agus, Naya}

@data
0,1,5,45,63,1,0,0,0,0,0,2,29,65,19,0,0,0,0,0,8,61,43,3,0,0,11,95,9,0,0,0,0,11,93,11,0,0,0,0,1,17,73,24,0,0,0,0,0,13,58,38,6,0,0,0,6,71,38,0,0,0,0,0,48,67,0,0,0,0,0,0,13,100,2,0,0,0,0,0,0,5,40,68,2,0,0,0,0,4,37,61,12,1,0,0,8,65,42,0,0,0,0,0,16,96,3,0,0,0,0,0,4,69,42,0,0,0,0,0,0,1,6,54,54,0,0,0,0,0,0,1,26,64,23,1,0,0,0,1,21,61,32,0,0,0,13,98,4,0,0,0,0,5,101,9,0,0,0,0,Saad
0,0,5,65,48,1,0,0,0,0,0,0,21,65,33,0,0,0,0,0,25,51,41,2,0,0,5,90,24,0,0,0,0,0,85,34,0,0,0,0,5,33,74,7,0,0,0,0,0,21,61,37,0,0,0,0,13,66,40,0,0,0,0,0,41,78,0,0,0,0,0,0,12,92,15,0,0,0,0,0,0,8,48,57,6,0,0,0,0,8,36,63,12,0,0,0,3,68,46,2,0,0,0,0,13,94,12,0,0,0,0,0,1,54,63,1,0,0,0,0,0,0,12,65,41,1,0,0,0,0,0,2,13,70,33,1,0,0,0,2,33,62,22,0,0,0,6,109,4,0,0,0,0,3,90,26,0,0,0,0,Saad
0,2,33,72,1,0,0,0,0,0,73,35,0,0,0,0,0,0,41,67,0,0,0,0,0,1,103,4,0,0,0,0,0,0,81,27,0,0,0,0,11,80,17,0,0,0,0,0,31,71,5,1,0,0,0,0,45,56,5,2,0,0,0,0,94,14,0,0,0,0,0,0,36,69,3,0,0,0,0,0,3,69,35,1,0,0,0,0,18,84,4,2,0,0,0,0,39,63,4,2,0,0,0,0,60,47,1,0,0,0,0,0,29,75,2,2,0,0,0,0,0,2,36,57,13,0,0,0,0,1,65,42,0,0,0,0,0,0,54,54,0,0,0,0,0,14,94,0,0,0,0,0,0,30,66,12,0,0,0,0,Ramaniya
0,0,31,86,6,2,0,0,0,0,65,56,4,0,0,0,0,6,27,86,4,2,0,0,0,0,103,21,1,0,0,0,0,0,61,55,9,0,0,0,8,69,32,12,4,0,0,0,35,76,12,2,0,0,0,0,32,77,11,5,0,0,0,0,90,31,4,0,0,0,0,0,22,86,15,2,0,0,0,0,3,35,41,33,13,0,0,0,16,63,33,13,0,0,0,0,23,67,21,11,3,0,0,0,50,52,21,2,0,0,0,0,21,82,17,5,0,0,0,0,0,0,28,75,18,4,0,0,0,0,58,63,3,1,0,0,0,4,37,79,1,4,0,0,0,10,92,20,3,0,0,0,0,2,90,23,10,0,0,0,Ramaniya
0,0,1,10,25,50,34,11,0,0,6,24,55,34,11,1,0,0,0,14,41,44,29,3,0,0,9,47,42,25,8,0,0,0,8,56,45,17,5,0,0,2,13,39,48,27,2,0,2,10,26,49,42,2,0,0,5,2,5,49,56,13,1,0,7,14,31,66,13,0,0,0,4,22,40,61,4,0,0,0,0,0,2,15,39,66,6,3,0,4,14,35,69,5,3,1,0,4,3,30,59,26,9,0,2,9,19,61,32,5,3,0,3,10,30,68,14,4,2,0,0,0,2,9,15,28,48,29,0,1,5,14,32,47,28,4,0,0,0,11,23,48,40,9,0,0,12,20,44,28,23,4,0,1,11,31,45,25,18,0,Ramaniya
0,0,1,4,11,60,34,8,0,0,2,11,58,37,10,0,0,0,0,6,31,49,29,3,0,0,4,28,49,30,7,0,0,0,0,43,53,16,6,0,1,2,13,26,43,29,4,0,2,5,19,52,36,4,0,0,2,0,1,49,47,18,1,0,2,8,40,48,20,0,0,0,1,13,50,46,8,0,0,0,0,0,4,8,32,57,15,2,0,0,7,26,67,15,3,0,0,0,0,16,54,38,10,0,0,0,15,52,39,11,1,0,0,2,24,58,26,7,1,0,0,0,0,4,22,18,47,27,0,0,3,20,18,50,20,7,0,0,0,18,13,36,48,3,0,0,6,24,25,37,19,7,0,0,7,26,41,25,19,0,Ramaniya
0,5,86,60,0,0,0,0,0,6,118,27,0,0,0,0,0,0,44,104,3,0,0,0,0,0,133,18,0,0,0,0,0,0,58,89,2,2,0,0,32,98,19,2,0,0,0,0,56,89,6,0,0,0,0,0,40,97,12,2,0,0,0,0,121,28,2,0,0,0,0,0,47,98,4,2,0,0,0,0,7,100,34,10,0,0,0,0,48,89,14,0,0,0,0,0,39,93,19,0,0,0,0,0,101,46,2,2,0,0,0,0,60,86,1,2,2,0,0,0,0,4,92,54,1,0,0,0,0,2,123,26,0,0,0,0,0,0,51,94,6,0,0,0,0,7,121,23,0,0,0,0,0,2,82,60,6,1,0,0,Ramaniya
0,4,62,52,2,0,0,0,0,7,86,27,0,0,0,0,0,1,32,82,5,0,0,0,0,0,106,14,0,0,0,0,0,0,46,72,2,0,0,0,9,100,11,0,0,0,0,0,35,79,6,0,0,0,0,0,37,75,8,0,0,0,0,0,93,23,4,0,0,0,0,0,28,84,7,1,0,0,0,0,4,86,26,4,0,0,0,0,18,86,14,2,0,0,0,0,25,72,21,2,0,0,0,0,37,75,6,2,0,0,0,0,15,97,4,3,1,0,0,0,0,12,52,55,1,0,0,0,0,6,90,24,0,0,0,0,0,0,40,77,3,0,0,0,0,12,100,8,0,0,0,0,0,4,90,25,1,0,0,0,Ramaniya
0,1,28,75,11,2,2,0,0,3,86,26,3,1,0,0,0,0,35,74,8,2,0,0,0,0,85,30,4,0,0,0,0,0,17,98,4,0,0,0,7,75,26,11,0,0,0,0,37,65,13,4,0,0,0,0,22,72,10,15,0,0,0,0,76,34,9,0,0,0,0,0,33,70,16,0,0,0,0,0,5,51,33,20,10,0,0,0,33,56,19,8,3,0,0,0,27,64,11,10,7,0,0,0,64,38,12,5,0,0,0,0,36,67,14,2,0,0,0,0,0,1,40,61,10,2,5,0,0,4,76,28,5,6,0,0,0,0,20,80,12,5,2,0,0,0,26,81,8,4,0,0,0,0,5,77,32,5,0,0,Ramaniya
0,0,5,59,30,18,23,0,0,0,27,59,24,25,0,0,0,0,11,59,33,16,16,0,0,0,39,64,13,19,0,0,0,0,11,92,17,15,0,0,4,36,54,32,8,1,0,0,17,58,41,17,2,0,0,0,18,42,14,54,7,0,0,0,50,44,34,7,0,0,0,0,23,73,35,4,0,0,0,0,0,24,26,41,37,7,0,0,12,32,32,46,13,0,0,0,19,24,13,43,34,2,0,0,25,33,50,26,1,0,0,0,15,58,44,18,0,0,0,0,0,0,9,54,23,29,20,0,0,0,41,41,29,21,0,3,0,0,13,48,36,31,4,3,0,2,32,58,26,14,0,3,0,1,32,55,41,3,0,3,Ramaniya
0,0,13,68,28,7,0,0,0,3,54,53,6,0,0,0,0,0,30,65,21,0,0,0,0,1,86,27,2,0,0,0,0,0,33,80,3,0,0,0,8,45,52,9,2,0,0,0,28,64,21,2,1,0,0,0,16,74,8,16,2,0,0,0,71,31,12,2,0,0,0,0,31,68,15,2,0,0,0,0,9,31,35,27,9,5,0,0,19,53,23,16,5,0,0,0,13,56,20,18,5,4,0,0,55,35,17,8,1,0,0,0,43,55,10,8,0,0,0,0,0,0,21,70,14,10,1,0,0,3,53,46,13,1,0,0,0,0,22,71,16,7,0,0,0,0,22,87,7,0,0,0,0,0,5,88,23,0,0,0,Ramaniya
0,1,37,47,22,3,0,2,0,3,53,45,9,0,2,0,0,0,8,73,28,1,2,0,0,0,74,34,2,0,2,0,0,0,28,79,3,1,1,0,25,53,22,8,2,0,2,0,28,62,15,5,0,2,0,0,16,60,15,19,0,0,2,0,74,28,8,0,0,2,0,0,38,68,4,0,1,1,0,0,3,37,39,19,11,1,0,2,10,50,31,17,2,0,2,0,14,46,14,29,7,0,2,0,43,41,19,7,0,1,1,0,33,56,16,5,0,1,1,0,0,5,36,39,18,5,7,2,0,3,52,40,8,7,1,1,0,0,30,54,16,9,3,0,0,5,54,41,9,1,1,1,0,1,37,63,8,1,2,0,Ramaniya
0,0,0,0,0,2,12,104,0,0,0,0,1,6,54,57,0,0,0,0,0,2,28,88,0,0,0,0,2,8,59,49,0,0,0,1,1,17,73,26,0,0,0,0,3,23,45,47,0,0,0,1,24,35,55,3,0,0,0,1,7,31,58,21,0,0,1,10,23,41,41,2,0,0,1,16,31,37,33,0,0,0,0,0,0,2,29,87,0,0,0,0,2,21,64,31,0,0,0,0,0,4,55,59,0,0,0,0,5,29,56,28,0,0,0,0,10,34,66,8,1,0,0,0,0,1,13,102,1,0,0,0,0,3,35,78,0,0,1,0,0,0,12,104,1,0,0,0,0,6,43,67,1,0,0,0,0,10,66,40,Ramaniya
0,0,0,0,3,32,53,32,0,0,0,1,28,56,32,3,0,0,0,0,11,46,55,8,0,0,0,7,43,44,24,2,0,0,0,17,48,41,14,0,0,0,1,13,59,36,11,0,0,0,4,51,48,17,0,0,0,0,0,27,60,23,10,0,0,0,18,74,23,5,0,0,0,0,38,59,20,3,0,0,0,0,0,0,11,51,47,11,0,0,0,8,51,49,10,2,0,0,0,3,21,50,44,2,0,0,3,20,57,31,8,1,0,0,4,42,52,16,6,0,0,0,0,0,1,7,44,68,0,0,0,0,7,38,57,18,0,0,0,0,3,21,57,39,0,0,0,3,13,40,54,10,0,0,0,7,21,39,52,1,Ramaniya
0,0,41,87,3,0,0,0,0,1,88,42,0,0,0,0,0,0,43,87,1,0,0,0,0,2,113,16,0,0,0,0,0,0,71,52,8,0,0,0,15,102,14,0,0,0,0,0,40,88,3,0,0,0,0,0,47,81,3,0,0,0,0,0,118,11,2,0,0,0,0,0,64,63,2,1,1,0,0,0,6,76,42,7,0,0,0,0,32,89,8,2,0,0,0,0,35,90,6,0,0,0,0,0,100,27,4,0,0,0,0,0,55,72,2,2,0,0,0,0,0,0,52,78,1,0,0,0,0,7,83,40,1,0,0,0,0,1,46,81,3,0,0,0,0,12,106,13,0,0,0,0,0,11,72,41,7,0,0,0,Ramaniya
0,2,19,83,10,8,0,0,0,2,82,38,0,0,0,0,0,0,28,93,1,0,0,0,0,0,97,25,0,0,0,0,0,0,8,109,5,0,0,0,0,45,42,26,9,0,0,0,7,86,26,3,0,0,0,0,8,78,34,2,0,0,0,0,47,56,19,0,0,0,0,0,15,81,23,3,0,0,0,0,0,11,34,47,20,10,0,0,3,52,47,20,0,0,0,0,1,48,49,24,0,0,0,0,0,64,39,19,0,0,0,0,1,77,28,16,0,0,0,0,0,0,17,88,15,2,0,0,0,1,86,35,0,0,0,0,0,0,24,96,2,0,0,0,0,0,80,42,0,0,0,0,0,0,21,78,23,0,0,0,Ramaniya
0,1,8,28,47,29,7,0,0,3,23,41,46,6,1,0,0,0,10,32,60,12,6,0,0,0,32,70,15,3,0,0,0,0,7,92,20,1,0,0,14,24,40,30,7,5,0,0,19,38,38,20,4,1,0,0,11,27,13,61,5,3,0,0,25,46,43,3,3,0,0,0,7,66,42,3,2,0,0,0,3,26,12,23,36,20,0,0,14,23,13,46,24,0,0,0,18,17,2,44,28,11,0,0,23,18,35,37,7,0,0,0,12,33,46,28,1,0,0,0,0,2,17,30,18,33,17,3,0,3,31,26,34,22,4,0,0,0,12,33,24,40,10,1,0,0,8,63,36,10,3,0,0,0,3,59,49,7,2,0,Ramaniya
0,1,32,45,25,11,1,0,0,2,54,38,18,3,0,0,0,0,22,61,26,6,0,0,0,0,67,40,8,0,0,0,0,0,13,93,9,0,0,0,6,56,30,16,7,0,0,0,14,61,30,10,0,0,0,0,17,51,6,36,5,0,0,0,64,20,26,5,0,0,0,0,17,69,26,3,0,0,0,0,8,37,27,19,18,5,1,0,20,40,27,19,8,1,0,0,14,39,15,29,16,2,0,0,34,42,19,18,2,0,0,0,19,58,23,13,2,0,0,0,0,0,32,44,22,8,9,0,0,4,42,45,14,10,0,0,0,0,13,58,29,11,4,0,0,0,51,48,14,2,0,0,0,0,27,70,17,1,0,0,Ramaniya
0,9,102,4,0,0,0,0,0,0,0,15,73,27,0,0,0,0,0,0,4,33,71,7,0,0,0,29,82,4,0,0,0,0,0,1,51,52,9,2,5,69,36,5,0,0,0,0,3,61,46,5,0,0,0,0,9,69,32,5,0,0,0,0,10,94,11,0,0,0,0,0,3,51,57,4,0,0,0,0,0,0,13,33,47,21,1,0,0,0,1,19,22,41,31,1,0,0,3,17,33,48,14,0,0,0,1,18,26,38,31,1,0,0,0,7,31,32,43,2,0,21,89,5,0,0,0,0,0,0,0,27,69,19,0,0,0,0,0,0,9,50,50,6,0,0,0,62,50,3,0,0,0,0,0,1,41,45,23,5,Meryem
0,8,38,31,29,13,0,0,0,0,0,3,47,42,26,1,0,0,0,0,2,18,86,13,0,0,0,43,56,20,0,0,0,0,0,19,56,34,8,2,0,24,29,26,27,13,0,0,1,17,34,16,14,25,12,0,5,29,25,9,24,18,9,0,0,37,38,22,17,4,1,0,0,3,45,57,11,2,1,0,0,0,0,18,55,38,8,0,0,0,0,3,32,48,34,2,0,0,0,7,48,51,13,0,0,0,0,2,37,62,15,3,0,0,0,0,38,60,19,2,0,6,45,28,24,15,1,0,0,0,0,11,42,38,27,1,0,0,0,0,6,41,63,9,0,0,4,57,46,12,0,0,0,0,0,20,59,34,4,2,Meryem
0,12,83,20,2,0,0,0,0,0,0,2,57,52,6,0,0,0,0,0,1,28,73,15,0,0,0,34,80,3,0,0,0,0,0,9,58,46,4,0,12,87,13,3,0,2,0,0,3,46,59,7,0,2,0,0,7,62,44,2,0,1,1,0,2,90,23,0,1,1,0,0,1,51,62,3,0,0,0,0,0,0,4,41,52,20,0,0,0,0,0,5,45,40,26,1,0,0,0,10,69,34,4,0,0,0,0,0,59,44,14,0,0,0,0,0,20,63,34,0,0,17,93,5,2,0,0,0,0,0,0,16,67,29,5,0,0,0,0,0,4,36,68,9,0,0,0,74,41,2,0,0,0,0,0,14,62,30,11,0,Meryem
0,6,62,44,9,1,0,0,0,0,0,6,57,49,10,0,0,0,0,0,1,39,63,19,0,0,0,3,91,28,0,0,0,0,0,0,3,70,46,3,2,41,37,29,13,0,0,0,4,37,53,12,6,9,1,0,6,45,49,7,7,7,1,0,10,80,20,9,3,0,0,0,0,41,68,12,1,0,0,0,0,33,45,24,15,4,1,0,0,9,56,34,6,13,4,0,2,34,49,20,7,8,2,0,0,19,77,22,4,0,0,0,0,3,54,64,1,0,0,0,0,8,72,32,9,1,0,0,0,0,0,26,50,35,11,0,0,0,0,1,4,54,53,10,0,0,1,36,82,3,0,0,0,0,0,0,23,79,19,1,Meryem
0,8,90,21,1,0,0,0,0,0,0,8,55,46,11,0,0,0,0,0,1,35,63,21,0,0,3,35,80,1,1,0,0,0,0,19,41,53,7,0,5,57,38,14,4,2,0,0,0,32,62,18,4,3,1,0,3,61,39,13,2,2,0,0,1,98,17,3,1,0,0,0,5,75,37,3,0,0,0,0,0,0,0,11,56,52,1,0,0,0,0,5,8,34,68,5,0,0,0,2,23,47,45,3,0,0,0,0,21,39,51,9,0,0,0,2,10,44,55,9,0,20,84,16,0,0,0,0,0,0,0,10,66,33,10,1,0,0,0,0,1,39,63,17,0,0,3,70,47,0,0,0,0,0,1,31,51,31,6,0,Meryem
0,15,87,14,0,0,0,0,0,0,0,5,53,49,9,0,0,0,0,0,2,24,66,24,0,0,0,26,83,7,0,0,0,0,0,7,32,57,20,0,6,70,35,5,0,0,0,0,4,45,61,6,0,0,0,0,6,71,38,1,0,0,0,0,13,96,7,0,0,0,0,0,13,81,20,2,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,116,0,0,0,0,0,116,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,116,0,0,14,88,14,0,0,0,0,0,0,0,12,62,38,4,0,0,0,0,0,5,34,63,14,0,0,0,64,51,1,0,0,0,0,0,15,52,36,11,2,Meryem
0,3,71,39,0,0,0,0,0,0,0,3,52,51,7,0,0,0,0,0,3,36,67,7,0,0,0,1,65,47,0,0,0,0,0,0,1,28,83,1,2,35,39,23,14,0,0,0,3,27,55,17,8,3,0,0,3,39,57,12,2,0,0,0,9,80,22,2,0,0,0,0,5,50,47,11,0,0,0,0,1,15,50,25,13,8,1,0,0,4,61,33,6,7,2,0,0,12,69,21,8,3,0,0,0,8,94,11,0,0,0,0,0,4,43,64,2,0,0,0,0,7,82,23,1,0,0,0,0,0,1,11,54,36,11,0,0,0,0,1,7,44,50,11,0,0,0,5,90,18,0,0,0,0,0,0,0,34,75,4,Meryem
0,3,32,58,6,0,2,0,0,0,0,5,47,44,5,0,0,0,0,0,7,42,46,6,0,0,0,1,38,61,1,0,0,0,0,0,0,28,60,13,0,11,52,30,6,2,0,0,0,6,50,37,6,2,0,0,0,20,62,14,2,3,0,0,3,42,50,5,1,0,0,0,1,36,47,17,0,0,0,0,0,5,44,32,18,2,0,0,0,3,32,38,16,12,0,0,0,11,50,32,8,0,0,0,0,9,69,20,3,0,0,0,0,2,55,39,5,0,0,0,0,0,44,49,5,1,2,0,0,0,0,11,58,30,2,0,0,0,0,1,10,54,36,0,0,0,0,2,66,33,0,0,0,0,0,0,1,14,71,15,Meryem
0,11,97,10,0,0,0,0,0,0,0,3,62,52,1,0,0,0,0,0,2,28,75,13,0,0,0,22,89,7,0,0,0,0,0,2,31,63,22,0,16,84,17,1,0,0,0,0,5,57,54,2,0,0,0,0,11,80,27,0,0,0,0,0,22,88,8,0,0,0,0,0,15,68,35,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,118,1,25,83,9,0,0,0,0,0,0,0,14,77,23,4,0,0,0,0,0,6,53,51,8,0,0,0,40,75,3,0,0,0,0,0,2,46,50,19,1,Meryem
0,10,70,37,1,0,0,0,0,0,0,6,70,41,1,0,0,0,0,0,2,34,72,10,0,0,0,9,85,24,0,0,0,0,0,1,24,64,28,1,4,35,38,34,6,1,0,0,2,37,54,14,7,2,1,1,4,48,47,14,2,3,0,0,17,60,31,8,1,1,0,0,1,40,52,22,3,0,0,0,0,0,9,27,59,21,2,0,0,0,8,14,44,40,10,2,0,2,15,31,54,14,2,0,0,0,8,53,55,2,0,0,0,0,1,46,50,21,0,0,0,13,84,17,2,2,0,0,0,0,0,11,78,25,3,1,0,0,0,0,2,52,60,4,0,0,1,31,70,14,2,0,0,0,0,0,35,46,23,14,Meryem
0,0,44,36,37,8,0,0,0,0,0,7,38,44,35,1,0,0,0,0,4,24,65,32,0,0,0,10,71,41,3,0,0,0,0,0,18,58,47,2,0,21,37,19,38,10,0,0,0,21,40,12,14,20,16,2,4,30,33,8,22,15,10,3,1,34,44,19,22,3,0,2,0,3,47,61,12,2,0,0,0,1,10,40,46,28,0,0,0,0,5,37,34,23,26,0,0,0,12,46,27,33,5,2,0,0,1,57,48,17,2,0,0,0,0,21,90,14,0,0,0,0,49,31,36,9,0,0,0,0,2,7,35,41,38,2,0,0,0,2,4,21,69,29,0,0,0,29,61,32,1,2,0,0,0,0,32,59,33,1,Meryem
0,9,94,17,0,0,0,0,0,0,0,8,67,42,3,0,0,0,0,0,1,31,77,11,0,0,0,38,81,1,0,0,0,0,0,2,53,62,3,0,34,69,17,0,0,0,0,0,7,72,39,2,0,0,0,0,20,82,18,0,0,0,0,0,51,67,2,0,0,0,0,0,57,54,7,2,0,0,0,0,0,13,71,20,11,3,2,0,0,3,33,58,20,5,1,0,0,8,51,49,10,2,0,0,0,1,66,45,8,0,0,0,0,0,34,72,8,5,1,0,0,20,92,8,0,0,0,0,0,0,1,25,72,20,2,0,0,0,0,0,7,55,52,6,0,0,0,70,48,2,0,0,0,0,0,2,51,63,4,0,Meryem
0,1,61,44,11,1,1,0,0,0,0,8,54,54,3,0,0,0,0,0,4,25,70,20,0,0,1,45,70,3,0,0,0,0,0,23,46,40,10,0,0,10,39,43,15,10,2,0,4,38,33,27,13,3,1,0,7,38,52,8,11,3,0,0,15,77,17,7,3,0,0,0,18,70,20,8,3,0,0,0,0,0,4,36,54,17,7,1,0,0,6,30,44,32,7,0,0,2,20,51,35,11,0,0,0,1,36,66,13,3,0,0,0,0,11,85,23,0,0,0,0,9,69,31,8,1,1,0,0,0,0,8,74,32,5,0,0,0,0,0,4,37,62,16,0,0,2,68,49,0,0,0,0,0,7,23,52,31,6,0,Meryem
0,4,85,30,0,0,0,0,0,0,0,3,39,50,25,2,0,0,0,0,2,15,74,28,0,0,0,56,62,1,0,0,0,0,0,14,58,40,7,0,10,88,20,1,0,0,0,0,4,61,52,2,0,0,0,0,10,67,39,3,0,0,0,0,25,91,3,0,0,0,0,0,15,83,21,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,119,1,26,84,8,0,0,0,0,0,0,1,8,45,36,28,1,0,0,0,0,2,29,61,27,0,0,1,65,51,2,0,0,0,0,0,20,55,30,14,0,Meryem
0,17,82,18,1,1,0,0,0,0,0,2,49,54,13,1,0,0,0,0,1,18,78,22,0,0,2,48,66,3,0,0,0,0,0,18,72,24,5,0,23,77,11,6,1,1,0,0,8,55,51,1,2,2,0,0,14,71,30,0,4,0,0,0,42,72,5,0,0,0,0,0,34,81,4,0,0,0,0,0,0,0,0,2,14,73,9,21,0,0,0,0,11,43,64,1,0,0,0,6,93,20,0,0,0,0,0,2,31,86,0,0,0,0,1,3,28,23,64,0,0,19,90,8,1,1,0,0,0,0,1,7,51,49,10,1,0,0,0,0,3,29,73,14,0,0,2,75,41,1,0,0,0,0,1,33,61,20,3,1,Meryem
0,9,61,41,10,2,0,0,0,0,0,4,63,53,3,0,0,0,0,0,0,31,75,17,0,0,0,10,100,13,0,0,0,0,0,0,31,75,17,0,3,46,33,26,15,0,0,0,2,28,40,25,13,8,7,0,7,47,28,17,9,7,8,0,4,80,16,10,6,6,1,0,1,67,38,10,7,0,0,0,0,13,51,39,16,4,0,0,0,4,38,45,23,9,4,0,0,17,48,40,12,6,0,0,0,19,49,33,18,4,0,0,0,9,36,40,35,3,0,0,0,9,70,38,5,1,0,0,0,0,0,14,71,33,5,0,0,0,0,0,5,49,62,7,0,0,0,29,86,8,0,0,0,0,0,0,29,58,34,2,Meryem
0,0,88,0,0,0,0,0,0,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,41,45,2,0,0,0,0,0,30,58,0,0,0,0,0,0,44,41,3,0,0,0,0,0,74,14,0,0,0,0,0,0,53,35,0,0,0,0,0,0,31,52,5,0,0,0,0,0,16,68,4,0,0,0,0,0,20,64,4,0,0,0,0,0,59,29,0,0,0,0,0,0,45,42,1,0,0,0,0,0,0,51,36,1,0,0,0,0,1,4,54,28,1,0,0,0,0,4,5,38,39,2,0,0,0,0,65,22,1,0,0,0,0,0,19,62,7,0,0,0,Ioana
0,0,0,89,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,0,0,0,0,43,38,4,3,1,0,0,0,21,64,2,2,0,0,0,0,29,54,6,0,0,0,0,0,12,71,6,0,0,0,0,0,8,39,41,1,0,0,0,0,21,62,6,0,0,0,0,0,14,67,7,1,0,0,0,0,13,68,8,0,0,0,0,0,66,23,0,0,0,0,0,0,52,37,0,0,0,0,0,0,1,43,44,1,0,0,0,0,0,0,43,45,1,0,0,0,0,0,2,35,52,0,0,0,0,0,84,5,0,0,0,0,0,0,64,25,0,0,0,0,Ioana
0,0,0,91,0,0,0,0,0,0,91,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,91,0,0,0,0,45,46,0,0,0,0,0,0,19,62,10,0,0,0,0,0,21,55,15,0,0,0,0,0,21,70,0,0,0,0,0,0,14,60,17,0,0,0,0,0,14,74,3,0,0,0,0,0,8,69,14,0,0,0,0,0,11,60,19,1,0,0,0,0,12,73,6,0,0,0,0,0,1,63,25,2,0,0,0,0,0,23,64,4,0,0,0,0,0,0,41,44,6,0,0,0,0,0,3,39,49,0,0,0,0,0,24,61,6,0,0,0,0,0,3,50,34,4,0,0,Ioana
